Date,Open,High,Low,Close,Adj Close,Volume
2024/1/5,48.462002,49.547001,48.306,49.097,49.090664,415039000
2024/1/8,49.512001,52.275002,49.479,52.252998,52.246258,642510000
2024/1/9,52.401001,54.325001,51.689999,53.139999,53.133144,773100000
2024/1/10,53.616001,54.599998,53.488998,54.349998,54.342987,533796000
2024/1/11,54.999001,55.346001,53.560001,54.821999,54.814926,596759000
2024/1/12,54.619999,54.970001,54.330002,54.709999,54.702938,352994000
2024/1/16,55.018002,56.834999,54.900002,56.382,56.374725,449580000
2024/1/17,56.347,56.471001,54.740002,56.053001,56.045769,474394000
2024/1/18,57.259998,57.599998,56.106998,57.106998,57.099628,491650000
2024/1/19,57.988998,59.5,57.224998,59.491001,59.483326,543501000
2024/1/22,60.049,60.331001,59.07,59.653999,59.646305,452955000
2024/1/23,59.57,59.91,58.584999,59.873001,59.865276,294654000
2024/1/24,60.304001,62.848999,59.938,61.362,61.354084,560271000
2024/1/25,62.349998,62.719002,60.849998,61.617001,61.609047,482777000
2024/1/26,60.959999,61.783001,60.573002,61.030998,61.023125,390309000
2024/1/29,61.231998,62.488998,60.907001,62.465,62.45694,348733000
2024/1/30,62.900002,63.493,62.259998,62.773998,62.765896,410735000
2024/1/31,61.439999,62.269001,60.700001,61.527,61.519058,453795000
2024/2/1,62.099998,63.191002,61.650002,63.027,63.018867,369146000
2024/2/2,63.973999,66.599998,63.689999,66.160004,66.151466,476578000
2024/2/5,68.224998,69.497002,67.205002,69.332001,69.323059,680078000
2024/2/6,69.629997,69.753998,66.300003,68.223,68.214203,683111000
2024/2/7,68.319,70.220001,67.599998,70.098999,70.089951,495575000
2024/2/8,70.073997,70.793999,69.455002,69.640999,69.632011,414422000
2024/2/9,70.532997,72.184998,70.211998,72.133003,72.123695,436637000
2024/2/12,72.599998,74.611,71.25,72.248001,72.238678,613710000
2024/2/13,70.400002,,69.620003,72.127998,72.11869,602580000
